98223;18.18;120.53
98433;14.57;121.37
98444;13.13;123.73
98646;10.3;123.97
98753;7.12;125.65
99883;31.85;64.2
ASDK3;57.9;7.4
ASFR1;43.9;348.1
UFTA;78.6;175.8
02935;62.4;25.67
06235;52.92;4.78
07481;45.73;5.08
11010;48.23;14.18
11120;47.27;11.35
11240;47;15.43
14015;46.07;14.52
17607;35.15;33.4
60680;22.78;5.52
70027;71.32;203.38
72235;32.32;269.92
DBLK;-65.6;323.6
01004;78.92;11.93
04270;61.18;314.58
07645;43.87;4.4
08522;32.63;343.1
08579;38.77;350.87
10035;54.53;9.55
15614;42.82;23.38
17095;39.9;41.28
20292;77.72;104.28
26702;54.7;20.62
33791;47.92;33.22
40373;28.33;46.12
40394;27.43;41.68
40417;26.44;49.81
40766;34.35;47.15
40800;32.62;51.67
40809;32.87;59.2
40948;34.55;69.22
44212;49.97;92.08
46734;23.57;119.62
46750;22.67;120.45
60656;27.7;351.83
60715;36.83;10.23
60760;33.92;8.1
61024;16.97;7.98
61415;20.93;342.97
61442;18.1;344.05
61687;13.77;346.32
61901;-15.93;354.33
62124;27.02;14.43
62403;26.2;32.75
63450;9.03;38.75
64870;7.35;13.57
64910;4;9.73
65503;12.35;358.48
68538;-30.67;24
70414;52.72;174.1
72393;34.75;239.43
74794;28.47;279.45
76256;27.95;249.23
76394;25.87;259.77
76692;19.15;263.88
78073;25.05;282.53
78384;19.3;278.63
78397;17.93;283.22
78486;18.47;290.12
78583;17.53;271.7
78807;8.98;280.42
78897;16.27;298.47
80222;4.7;285.85
82022;2.83;299.3
82026;2.48;304.02
82099;0.05;308.93
82107;-1.3;292.95
82244;-2.43;305.28
82281;-2.6;315.77
82397;-3.77;321.4
82400;-3.85;327.58
82411;-3.67;290.33
82532;-5.82;298.72
82705;-7.58;287.23
82765;-7.33;312.53
82824;-8.7;296.1
82900;-8.05;325.08
82917;-10;292.2
82983;-9.38;319.5
83229;-13;321.48
83288;-13.27;316.58
83566;-19.63;316.42
85442;-23.43;289.55
85586;-33.65;288.38
85799;-41.43;286.9
87576;-34.82;301.47
87860;-45.78;292.55
89002;-70.67;351.75
89055;-64.23;303.28
89564;-67.6;62.88
91408;7.34;134.49
96471;5.95;116.05
97372;-10.17;123.67
ASFR4;21.9;315
40186;31.87;34.68
91958;-27.62;215.67
20674;73.5;80.42
26435;56.65;25.13
33393;49.82;23.95
40821;31.9;54.28
42647;23.07;72.63
43333;11.67;92.72
46780;22.68;121.5
47058;39.02;125.82
69011;35.75;43.25
94659;-31.15;136.82
98618;9.75;118.73
ASDE01;46.2;324.4
ASDK01;60.8;311.2
20046;80.62;58.05
48657;3.78;103.22
60630;27.23;2.5
61976;-15.88;54.52
61996;-37.8;77.53
61998;-49.35;70.25
64500;0.47;9.42
68110;-22.57;17.1
76225;28.63;253.92
76405;24.17;249.7
76743;17.98;267.07
76805;16.83;260.07
80001;12.58;278.3
89022;-75.52;333.4
99852;42.3;20.8
ASDE02;39.2;4.8
06060;56.3;9.12
10304;52.73;7.33
10954;47.83;10.87
10962;47.8;11.02
44292;47.93;106.98
58968;25.03;121.52
69225;33.32;43.6
74001;34.6;273.38
74002;39.47;283.93
74004;32.85;245.6
76595;21.02;273.15
76612;20.67;256.62
83650;-20.5;330.68
89062;-67.57;291.87
ASEU01;-20.7;11.2
ASFR3;45.8;354.3
AA901A;0;0
AA903A;26.5;276.1
AA904A;26.7;276.5
94510;-26.42;146.28
ASDE03;51.5;346.4
ASFR2;21.3;306.6
03502;52.13;355.43
03743;51.2;358.2
40841;30.25;56.97
84628;-12.02;282.88
85934;-53;289.03
91348;6.96;158.21
30301A;28.9;271.3
30302A;28.3;273.3
30303A;28.5;272.5
30304A;28.3;273.3
30305A;28.9;271.4
72221;30.48;273.48
30306A;29;271.2
41923;23.77;90.38
44231;49.63;100.17
62010;32.7;13.08
06447;50.8;4.35
07180;48.68;6.22
43466;6.9;79.87
87155;-27.45;300.95
ASDK02;-29.2;14
ASEU05;53.5;9.9
71569;50.2;255.3
30001A;28.3;273.4
30002A;27.6;275
30003A;27.9;274.7
30004A;27.7;274.2
30005A;28;273.4
30006A;28.2;272.6
30007A;28.5;271.8
30008A;29;271.1
30009A;29.6;270.5
72381;34.9;242.08
80398;-4.55;290.47
30307A;28.5;271.8
41977;22.35;91.82
AA902A;55.3;172.9
ASES01;24.3;343.6
ASEU04;45.2;306.6
72291;33.25;240.55
72391;34.12;240.88
71126;53.55;245.9
JGQH;31.4;137
40856;29.47;60.88
41883;24.85;89.37
64750;9.15;18.38
87623;-36.57;295.73
AA905A;41.6;164.9
AA906A;43.4;168
AA907A;44.9;170.7
AA908A;45.7;175
AA909A;46.5;180
AA910A;47;184.9
AA911A;47.3;189.7
AA912A;49;192.3
AA913A;51;195
AA914A;53.3;198
ASGB01;55.1;347.9
AA915A;54.6;199.8
30501A;30.8;273.7
30502A;30.7;276
30503A;30.5;278.4
30504A;30.7;280.7
30505A;30.5;279.3
30506A;31.9;282.2
30507A;33.5;283.6
30508A;30.9;281.3
30509A;34.4;284.6
30510A;33.1;282.9
30511A;33.8;284.1
30512A;35.4;285.9
30513A;35.1;284.8
30514A;35;287.4
30515A;34.3;288
30516A;33.8;286.7
30517A;35.4;286.5
30518A;34.6;287.7
30519A;33.4;285.3
30520A;32.8;284.4
30521A;33.5;285.4
30522A;32.5;283.9
41316;17.03;54.08
87344;-31.32;295.78
AA916A;54;209
30401A;30.5;279.2
30402A;31.8;283
30403A;33.4;285.3
30404A;35.1;287.6
30405A;36.7;288.2
30406A;37.5;288.5
30407A;39.2;288.2
30408A;38.3;287.1
30409A;39.1;288
30410A;38.1;289.8
30411A;39.3;289.5
30701A;31.1;268.5
30702A;32.6;264.9
30703A;34.7;261.2
30704A;36.9;257.8
AA917A;56.8;209.2
30412A;37.5;290
30413A;35.1;290
30414A;36.5;290
30415A;33.1;288.7
30416A;34;290
30417A;31.6;286.8
30418A;30.4;285
30419A;30.3;285
30420A;30.4;282.6
ASEU02;20;295.4
04089;65.28;345.6
71701;45.83;293.57
78954;13.07;300.5
87047;-24.85;294.52
30601A;29.4;271.2
30602A;28.7;271.9
30603A;28.4;272.8
30604A;28.5;272.8
30605A;29.3;272
AA918A;57.1;214.9
AA919A;59;212
08160;41.67;358.98
02591;57.65;18.35
82678;-6.77;316.98
83498;-17.73;320.75
ASEU03;38.2;345.6
30705A;25.7;277.7
27707;54.12;35.33
30706A;21.1;288.8
30707A;20.5;289.8
30708A;18.9;292.9
30709A;25.4;280.2
30710A;26.5;278.2
30711A;28.1;275.4
ASDE04;10.1;283.4
30801A;28.7;272.1
30804A;25.1;272.4
30807A;25.5;273.1
30808A;24.5;270.2
30809A;24.5;270.9
30810A;24.7;267.1
30811A;24.5;268.2
30812A;25.6;265.7
30813A;25;266.2
30814A;27.6;265.6
30815A;26.5;265
30816A;28.3;267.2
30817A;28.3;268.5
30818A;28.2;266.1
30819A;29.1;269.5
30820A;28.3;268.4
30821A;28.6;269
60549;34.93;359.57
84008;-0.9;270.38
30101A;30.8;273.8
30102A;30.9;279.4
30103A;32;282.2
30104A;33.5;283.6
30105A;30.9;281.6
30106A;32.9;282.6
30107A;34.7;284.7
30108A;33.9;284.4
30109A;35.4;286
30110A;35.3;284.9
30111A;34.8;287.5
30112A;35.3;287.1
30113A;33.3;287.9
30114A;34.4;287.9
30115A;32.8;287.8
30116A;31.2;286.2
30117A;29.4;284.3
30118A;28.2;282.4
30119A;29.9;284.9
30120A;28.8;283.6
30121A;27.5;281.2
30122A;28.1;278.6
30606A;34.7;284.7
30608A;35.4;286
30607A;35.4;285
30609A;35.4;287
30610A;34.9;287.5
30611A;34.1;288
30612A;33.5;287.9
30613A;32.6;287.7
30614A;31.4;286.4
30615A;30;285
30616A;29.4;284.3
30617A;28.7;283.4
30618A;28.2;282.4
30619A;27.6;281.4
30620A;27.6;281.3
30621A;27.8;279.9
30308A;28.8;270.8
94767;-33.95;151.18
30309A;37;269.1
42055;32.75;74.92
43599;-0.68;73.15
87418;-32.83;291.22
43279;13;80.18
60191;32.37;353.6
43346;10.92;79.83
43128;17.45;78.47
30123A;44.4;205.7
30124A;48.1;208
30125A;46.7;207.2
30126A;50.5;208.6
30127A;49;208.5
30128A;52.9;208.9
30129A;55.8;209.2
30130A;58.9;208.7
30131A;55.6;216.8
30132A;55;217.3
30133A;57.2;215.5
30134A;59.5;213.3
30135A;59.5;213.3
30136A;55.3;211.4
30137A;54.2;211.5
30138A;57;210.8
30139A;59.2;209.9
16716;37.9;23.73
30310A;29.5;271.1
43353;9.93;76.23
30140A;58.4;210
68512;-29.67;17.9
42492;25.6;85.1
80035;11.53;287.07
30523A;42.3;204.3
30524A;45.8;206.6
30525A;44.5;205.8
30526A;48;207.9
30527A;46.7;207.2
30528A;50.7;208.7
30529A;49.1;208.5
30530A;52.8;208.9
30531A;51.5;208.7
30532A;55.7;209.2
30533A;56.7;209.2
30534A;58.8;208.8
30535A;58.4;208.9
78970;10.58;298.65
61223;16.72;357
30536A;55.5;213.5
30537A;56.6;212.9
30538A;58.4;211.2
30539A;58;212
30540A;58.7;210.7
61831;9.57;346.38
84416;-5.18;279.4
43185;16.18;81.13
74612;35.68;242.32
03023;57.35;352.63
64400;-4.82;11.9
AA920A;28.2;190.9
AA921A;27.5;191.7
AA922A;26.9;192.3
AA923A;26.3;193.1
AA924A;25.8;193.6
AA925A;25.2;194.3
AA926A;24.5;194.9
AA927A;24;195.6
AA928A;23.4;196.2
AA929A;22.6;197
AA930A;21.9;196.2
AA931A;21.5;195.6
AA932A;22.1;194.8
AA933A;22.6;194.2
AA934A;23.1;194.9
AA935A;22.6;196.9
AA936A;21.9;197.8
AA937A;21.3;198.5
AA938A;20.6;199.2
AA939A;19.9;199.9
AA940A;19.3;200.6
AA941A;18.6;201.3
AA942A;17.9;202.1
AA943A;17;203
ASDE09;53.6;9.8
78721;14.37;272.38
30802A;28.9;271.3
30803A;27.5;275.2
30805A;26.1;274
30806A;27;274.8
78866;18.05;296.88
30311A;34.9;287.4
30312A;34;284.5
30313A;35.4;284.9
30314A;33.9;287.9
30315A;35.4;286.9
30316A;34.3;288
30317A;32.3;287.3
30318A;32.7;287.8
30319A;30.8;285.8
30320A;29.4;284.2
30321A;30;285
30322A;28.1;282.2
30323A;28.7;283.5
30324A;27.6;280.2
30325A;27.6;281.4
30326A;27.5;279.5
